Remodel date of property,Type Of Dwelling,General Zone Classification,Linear Feet of Street,Plot size in square feet,Type of road,Type of Alley,Shape of Property,Flatness of Property,Types of Utilities Available,Plot Configuration,Slope of Property,Locations within Ames City limits,Proximity to various conditions,Overall Rating(Material & Finishing),OverallCond,Original construction date,Type of Roof,Material used in Roof,Exterior Covering on the House,Masonry veneer type,Masonry veneer area in square feet,Evaluation of Quality of material on Exterior,Evaluation present condition of material on Exterior,Type of Foundation,Evaluation of hight of basement,Evaluation of condition of Basement,Exposure Walkout or garden-level walls,Basement Finished area rating,Finished square feet area in basement,"Basement Finished area rating,if multiple types","Finished square feet area in basement,type 2",Unfinished Basement area in square feet,Total Basement area in square feet,Type of heating,Heating Quality and Condition,Central Air Conditioning,Electrical System,Area of 1st Floor in Square Feet,Area of 2nd Floor in Square Feet,Total living area in square feet,Full Bathrooms,Half Bathrooms,Bedrooms(Excluded Basement Bedrooms),Kitchens,Kitchen Quality,Total Rooms(Excluded Bathrooms),Number of Fireplaces,Fireplace Quality,Garage location,The Year of Garage Built,Interior finish of the garage,Car Parking capacity in Garage,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three-season porch area in square feet,Screen porch area in square feet,Month and Year of sold,YrSold,Type of Sale,Condition of Sale,Sale Price,PricePerSqFt,Age of Property when sold(in years),TotalBathroom,living_to_lot_ratio,cluster
1995.0,2-STORY 1946 & NEWER,Residential Low-Density,98.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Northridge,Normal,Very Good,5.0,1994.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,1032.0,Unfinished,0.0,431.0,1463.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1500.0,1122.0,2622.0,2.0,1.0,3.0,1.0,Good,9.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,712.0,Typical/Average,Typical/Average,Paved,186.0,32.0,0.0,0.0,0.0,April 2010,2010.0,Warranty Deed - Conventional,Normal Sale,305313.125,116.44283943554538,16.0,3.0,0.27626172163101886,2
1991.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,114.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Sawyer West,Adjacent to feeder street & Normal,Good,5.0,1990.0,Hip,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,738.0,Unfinished,0.0,172.0,910.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1442.0,0.0,1442.0,2.0,0.0,3.0,1.0,Good,6.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Finished,2.0,719.0,Typical/Average,Typical/Average,Paved,0.0,46.66027397260274,0.0,0.0,0.0,May 2007,2007.0,Warranty Deed - Conventional,Normal Sale,179900.0,124.75728155339806,17.0,2.0,0.15193341059951532,0
2006.0,2-STORY 1946 & NEWER,Residential Low-Density,57.62328767123287,9491.0,Paved,None,Irregular,Hillside,All Public Utilities,Cul-De-Sac,Gentle Slope,Gilbert,Normal,Good,5.0,2006.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Good,No Exposure,Unfinished,0.0,Unfinished,0.0,868.0,868.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,887.0,1134.0,2021.0,2.0,1.0,3.0,1.0,Good,9.0,1.0,Good - Masonry Fireplace on the main level,Built-In (Garage part of the house - typically has room above the garage),2005.0,Rough Finished,2.0,422.0,Typical/Average,Typical/Average,Paved,0.0,100.0,0.0,0.0,0.0,September 2006,2006.0,Home just constructed and sold,Home was not completed when last assessed,274725.0,135.93518060366156,0.0,3.0,0.2129385733853124,2
2000.0,2-STORY 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Gilbert,Normal,Above Average,5.0,2000.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,924.0,924.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,948.0,742.0,1690.0,2.0,1.0,3.0,1.0,Average/Typical,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,463.0,Typical/Average,Typical/Average,Paved,100.0,48.0,0.0,0.0,0.0,November 2007,2007.0,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",181000.0,107.10059171597634,7.0,3.0,0.17806342851122114,2
2005.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,107.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Very Good,5.0,2004.0,Gable,Standard (Composite) Shingle,Metal Siding,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,1039.0,Unfinished,0.0,797.0,1836.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1836.0,0.0,1836.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Finished,3.0,862.0,Typical/Average,Typical/Average,Paved,125.0,46.66027397260274,0.0,0.0,0.0,March 2009,2009.0,Warranty Deed - Conventional,Normal Sale,280000.0,152.5054466230937,5.0,2.0,0.19344642292698347,0
1996.0,2-STORY 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Gilbert,Normal,Above Average,5.0,1995.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,219.0,Unfinished,0.0,554.0,773.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,773.0,885.0,1658.0,2.0,1.0,3.0,1.0,Average/Typical,8.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Finished,2.0,431.0,Typical/Average,Typical/Average,Paved,224.0,84.0,0.0,0.0,0.0,June 2008,2008.0,Warranty Deed - Conventional,Normal Sale,188000.0,113.38962605548853,13.0,3.0,0.1746918132968075,2
1976.0,2-STORY 1946 & NEWER,Residential Low-Density,80.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northwest Ames,Normal,Good,6.0,1976.0,Hip,Standard (Composite) Shingle,Plywood,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,403.0,Unfinished,0.0,400.0,803.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1098.0,866.0,1964.0,2.0,1.0,4.0,1.0,Average/Typical,8.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,483.0,Typical/Average,Typical/Average,Paved,0.0,69.0,0.0,0.0,0.0,September 2008,2008.0,Warranty Deed - Conventional,Normal Sale,205000.0,104.37881873727088,32.0,3.0,0.2069328837846381,2
1957.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,73.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,Normal,Average,7.0,1957.0,Gable,Standard (Composite) Shingle,Wood Shingles,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,708.0,Unfinished,0.0,108.0,816.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,816.0,0.0,816.0,1.0,0.0,2.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,308.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,July 2006,2006.0,Warranty Deed - Conventional,Normal Sale,129900.0,159.19117647058823,49.0,1.0,0.0859761879675482,1
2006.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,66.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,7.0,1953.0,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,643.0,Unfinished,0.0,365.0,1008.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1008.0,0.0,1008.0,1.0,0.0,2.0,1.0,Good,6.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,1.0,240.0,Typical/Average,Typical/Average,Paved,0.0,18.0,0.0,0.0,0.0,May 2007,2007.0,Warranty Deed - Conventional,Normal Sale,134500.0,133.43253968253967,54.0,1.0,0.10620587925403013,1
2000.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,90.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Normal,Average,7.0,1954.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,415.0,Unfinished,0.0,418.0,833.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,833.0,0.0,833.0,1.0,0.0,2.0,1.0,Good,4.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,326.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,August 2006,2006.0,Warranty Deed - Conventional,Normal Sale,117000.0,140.45618247298918,52.0,1.0,0.08776735855020545,1
2007.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,93.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Very Good,5.0,2007.0,Hip,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1004.0,Unfinished,0.0,730.0,1734.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1734.0,0.0,1734.0,2.0,0.0,3.0,1.0,Excellent,7.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,3.0,928.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,November 2007,2007.0,Home just constructed and sold,Home was not completed when last assessed,305313.125,176.07446655132642,0.0,2.0,0.18269939943103994,0
2002.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,0.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Gilbert,Normal,Very Good,5.0,2002.0,Hip,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,353.0,Unfinished,0.0,55.0,408.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,779.0,640.0,1419.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Built-In (Garage part of the house - typically has room above the garage),2005.0,Finished,2.0,527.0,Typical/Average,Typical/Average,Paved,120.0,0.0,0.0,0.0,0.0,March 2009,2009.0,Warranty Deed - Conventional,Normal Sale,184100.0,129.73925299506695,7.0,3.0,0.14951006216415552,2
2003.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,57.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Frontage on 2 sides of the property,Gentle Slope,Sawyer,Adjacent to feeder street & Normal,Average,7.0,1967.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,702.0,Unfinished,0.0,192.0,894.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,894.0,0.0,894.0,1.0,0.0,3.0,1.0,Good,5.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,450.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,May 2008,2008.0,Warranty Deed - Conventional,Normal Sale,130000.0,145.413870246085,41.0,1.0,0.09419450005268148,1
1987.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,85.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer,Normal,Average,6.0,1958.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,533.0,533.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1021.0,580.0,1601.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Built-In (Garage part of the house - typically has room above the garage),2005.0,Rough Finished,1.0,300.0,Typical/Average,Typical/Average,Paved,280.0,34.0,0.0,0.0,0.0,December 2008,2008.0,Warranty Deed - Conventional,Normal Sale,140000.0,87.44534665833854,50.0,1.0,0.16868612369613317,1
1959.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,70.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,5.0,1959.0,Gable,Standard (Composite) Shingle,Brick Face & Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Low Quality,369.0,Unfinished,0.0,671.0,1040.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1040.0,0.0,1040.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,1.0,286.0,Typical/Average,Typical/Average,Paved,140.0,0.0,0.0,0.0,0.0,July 2006,2006.0,Warranty Deed - Conventional,Normal Sale,133700.0,128.55769230769232,47.0,1.0,0.1095774944684438,1
1950.0,1-STORY 1945 & OLDER,Residential Medium-Density,59.0,9491.0,Paved,None,Regular,Banked,All Public Utilities,Inside Plot,Moderate Slope,Iowa DOT and Rail Road,Normal,Above Average,5.0,1920.0,Gable,Standard (Composite) Shingle,Brick Face,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1012.0,1012.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1012.0,0.0,1012.0,1.0,0.0,2.0,1.0,Average/Typical,6.0,1.0,Good - Masonry Fireplace on the main level,Detached from home,2005.0,Unfinished,1.0,308.0,Typical/Average,Typical/Average,Paved,0.0,22.0,0.0,0.0,0.0,May 2007,2007.0,Warranty Deed - Conventional,Normal Sale,118400.0,116.99604743083005,87.0,1.0,0.10662733115583184,1
2006.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,84.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Good,5.0,2005.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,24.0,Unfinished,0.0,1528.0,1552.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1552.0,0.0,1552.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,3.0,782.0,Typical/Average,Typical/Average,Paved,144.0,20.0,0.0,0.0,0.0,July 2006,2006.0,Home just constructed and sold,Home was not completed when last assessed,212900.0,137.1778350515464,1.0,2.0,0.16352333789906226,0
1956.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Edwards,Normal,Below Average,5.575342465753424,1956.0,Gable,Standard (Composite) Shingle,Asbestos Shingles,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,672.0,672.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,960.0,0.0,960.0,1.0,0.0,3.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Basement Garage,2005.0,Unfinished,1.0,288.0,Typical/Average,Typical/Average,Paved,64.0,0.0,0.0,0.0,0.0,October 2009,2009.0,Court Officer Deed/Estate,"Abnormal Sale -  trade, foreclosure, short sale",112000.0,116.66666666666667,53.0,1.0,0.10114845643240965,1
2008.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,50.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Edwards,Normal,Average,5.575342465753424,1947.0,Hip,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Excellent,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,698.0,698.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,698.0,0.0,698.0,1.0,0.0,2.0,1.0,Average/Typical,4.0,1.0,No Fireplace,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Paved,0.0,46.66027397260274,0.0,0.0,0.0,June 2009,2009.0,Warranty Deed - Conventional,Normal Sale,118000.0,169.054441260745,62.0,1.0,0.07354335686439785,1
1992.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Gilbert,Normal,Good,5.0,1992.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,384.0,384.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,812.0,670.0,1482.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Finished,2.0,392.0,Typical/Average,Typical/Average,Paved,100.0,25.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,163900.0,110.59379217273954,15.0,3.0,0.1561479296175324,2
1955.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Below Average,5.0,1955.0,Gable,Standard (Composite) Shingle,Plywood,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1005.0,1005.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1005.0,0.0,1005.0,1.0,0.0,2.0,1.0,Fair,5.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Detached from home,2005.0,Unfinished,2.0,672.0,Fair,Fair,Paved,0.0,0.0,0.0,0.0,0.0,November 2009,2009.0,Warranty Deed - Conventional,Normal Sale,115000.0,114.42786069651741,54.0,1.0,0.10588979032767885,1
2007.0,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,53.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Bloomington Heights,Normal,Good,5.0,2007.0,Hip,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1373.0,1373.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1555.0,0.0,1555.0,2.0,0.0,2.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Finished,3.0,660.0,Typical/Average,Typical/Average,Paved,143.0,20.0,0.0,0.0,0.0,June 2009,2009.0,Warranty Deed - Conventional,Normal Sale,174000.0,111.89710610932475,2.0,2.0,0.16383942682541355,0
2004.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,57.62328767123287,9491.0,Paved,None,Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Gilbert,Normal,Good,5.0,2004.0,Hip,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,1300.0,Unfinished,0.0,230.0,1530.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1530.0,0.0,1530.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Finished,3.0,630.0,Typical/Average,Typical/Average,Paved,144.0,36.0,0.0,0.0,0.0,November 2007,2007.0,Warranty Deed - Conventional,Sale between family members,259000.0,169.281045751634,3.0,2.0,0.16120535243915288,0
2005.0,2-STORY 1946 & NEWER,Residential Low-Density,59.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Gilbert,Normal,Good,5.0,2004.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Unfinished,0.0,Unfinished,0.0,847.0,847.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,847.0,1112.0,1959.0,2.0,1.0,4.0,1.0,Good,8.0,1.0,Good - Masonry Fireplace on the main level,Built-In (Garage part of the house - typically has room above the garage),2005.0,Finished,2.0,434.0,Typical/Average,Typical/Average,Paved,100.0,48.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,215000.0,109.74987238386932,3.0,3.0,0.20640606890738594,2
1980.0,DUPLEX - ALL STYLES AND AGES,Residential Medium-Density,60.0,9491.0,Paved,Gravel,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Normal,Average,5.0,1980.0,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,936.0,Unfinished,0.0,0.0,936.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,936.0,0.0,936.0,1.0,0.0,2.0,1.0,Average/Typical,4.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,2.0,672.0,Typical/Average,Typical/Average,Paved,49.0,0.0,0.0,0.0,0.0,August 2007,2007.0,Warranty Deed - Conventional,Normal Sale,140000.0,149.57264957264957,27.0,1.0,0.09861974502159941,1
1950.0,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,65.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,South & West of Iowa State University,Normal,Below Average,5.575342465753424,1928.0,Gable,Standard (Composite) Shingle,Wood Shingles & Plywood,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,622.0,Unfinished,0.0,500.0,1122.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1328.0,653.0,1981.0,2.0,0.0,4.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Detached from home,2005.0,Unfinished,2.0,576.0,Typical/Average,Typical/Average,Paved,94.2445205479452,44.0,0.0,0.0,0.0,December 2009,2009.0,Warranty Deed - Conventional,Normal Sale,135000.0,68.14740030287733,81.0,2.0,0.20872405436729533,2
1992.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,63.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Mitchell,Normal,Average,5.0,1991.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Below Average Living Quarters,212.0,Unfinished,0.0,762.0,974.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,974.0,0.0,974.0,1.0,0.0,3.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Paved,0.0,28.0,0.0,0.0,0.0,September 2007,2007.0,Other,"Abnormal Sale -  trade, foreclosure, short sale",93500.0,95.99589322381931,16.0,1.0,0.10262353808871562,1
1950.0,2-STORY 1945 & OLDER,Residential Medium-Density,90.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Normal,Above Average,4.0,1971.267808219178,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Unfinished,0.0,Unfinished,0.0,1008.0,1008.0,Gas hot water or steam heat,Average/Typical,Yes,Standard Circuit Breakers & Romex,1178.0,1032.0,2210.0,2.0,0.0,2.8664383561643834,1.0,Fair,8.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,205.0,Fair,Typical/Average,Dirt/Gravel,0.0,48.0,0.0,0.0,0.0,May 2007,2007.0,Warranty Deed - Conventional,Normal Sale,117500.0,53.16742081447964,35.73219178082195,2.0,0.23285217574544306,2
1995.0,2-STORY 1946 & NEWER,Residential Low-Density,80.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer West,Normal,Very Good,5.0,1995.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,584.0,Unfinished,0.0,544.0,1128.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1142.0,878.0,2020.0,2.0,1.0,3.0,1.0,Good,8.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,466.0,Typical/Average,Typical/Average,Paved,0.0,25.0,0.0,0.0,0.0,June 2009,2009.0,Warranty Deed - Conventional,Normal Sale,239500.0,118.56435643564356,14.0,3.0,0.21283321040986197,2
